action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1990199,[],CHEMBL900393,Inhibition of Escherichia coli enoyl-ACP reductase FabI,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2nc(NC(=O)NCc3nc4ccccc4[nH]3)sc2c1,,,CHEMBL1137543,Bioorg Med Chem,2007,,,CHEMBL441138,,CHEMBL441138,,0,http://www.openphacts.org/units/Nanomolar,663824,>,1,1,>,,IC50,nM,,32000.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,32.0
,,1990200,[],CHEMBL900393,Inhibition of Escherichia coli enoyl-ACP reductase FabI,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2sc(NC(=O)NCc3nc4ccccc4[nH]3)nc2c1,,,CHEMBL1137543,Bioorg Med Chem,2007,,,CHEMBL237637,,CHEMBL237637,,0,http://www.openphacts.org/units/Nanomolar,663823,>,1,1,>,,IC50,nM,,32000.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,32.0
,,1990201,[],CHEMBL900393,Inhibition of Escherichia coli enoyl-ACP reductase FabI,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cccc2sc(NC(=O)NCc3nc4ccccc4[nH]3)nc12,,,CHEMBL1137543,Bioorg Med Chem,2007,,,CHEMBL237636,,CHEMBL237636,,0,http://www.openphacts.org/units/Nanomolar,663822,>,1,1,>,,IC50,nM,,32000.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,32.0
,,1990202,[],CHEMBL900393,Inhibition of Escherichia coli enoyl-ACP reductase FabI,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCc1nc2ccccc2[nH]1)Nc1nc2ccccc2s1,,,CHEMBL1137543,Bioorg Med Chem,2007,,,CHEMBL393298,,CHEMBL393298,,0,http://www.openphacts.org/units/Nanomolar,663821,>,1,1,>,,IC50,nM,,32000.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,32.0
,,1990203,[],CHEMBL900393,Inhibition of Escherichia coli enoyl-ACP reductase FabI,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1nc2ccccc2s1)OCc1nc2ccccc2[nH]1,,,CHEMBL1137543,Bioorg Med Chem,2007,,,CHEMBL237635,,CHEMBL237635,,0,http://www.openphacts.org/units/Nanomolar,663820,>,1,1,>,,IC50,nM,,32000.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,32.0
,,1990204,[],CHEMBL900393,Inhibition of Escherichia coli enoyl-ACP reductase FabI,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nc2ccccc2[nH]1)NCc1nc2ccccc2s1,,,CHEMBL1137543,Bioorg Med Chem,2007,,,CHEMBL237448,,CHEMBL237448,,0,http://www.openphacts.org/units/Nanomolar,663819,>,1,1,>,,IC50,nM,,32000.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,32.0
,,1990205,[],CHEMBL900393,Inhibition of Escherichia coli enoyl-ACP reductase FabI,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nc2ccccc2[nH]1)Nc1nc2ccccc2s1,,,CHEMBL1137543,Bioorg Med Chem,2007,,,CHEMBL392025,,CHEMBL392025,,0,http://www.openphacts.org/units/Nanomolar,663818,>,1,1,>,,IC50,nM,,32000.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,32.0
,,3011763,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)sc2ccccc12,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '18.38', 'le': '0.35', 'lle': '3.03', 'sei': '11.55'}",,CHEMBL566655,,CHEMBL566655,7.19,0,http://www.openphacts.org/units/Nanomolar,862337,=,1,1,=,,IC50,nM,,64.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,64.0
,,3011764,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1cnc2c(c1)CCC(=O)N2,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '18.22', 'le': '0.33', 'lle': '3.69', 'sei': '10.15'}",,CHEMBL44183,,CHEMBL44183,6.82,0,http://www.openphacts.org/units/Nanomolar,862347,=,1,1,=,,IC50,nM,,150.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,150.0
,,3011765,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)NCCC(=O)N3)sc2ccc(F)cc12,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '17.91', 'le': '0.35', 'lle': '3.43', 'sei': '10.23'}",,CHEMBL567084,,CHEMBL567084,7.60,0,http://www.openphacts.org/units/Nanomolar,862368,=,1,1,=,,IC50,nM,,25.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,25.0
,,3011766,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1cnc2c(c1)NCCC(=O)N2,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '17.63', 'le': '0.32', 'lle': '3.87', 'sei': '8.66'}",,CHEMBL566443,,CHEMBL566443,6.87,0,http://www.openphacts.org/units/Nanomolar,862369,=,1,1,=,,IC50,nM,,136.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,136.0
,,3011767,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)NCCC(=O)N3)[nH]c2ccccc12,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '15.60', 'le': '0.29', 'lle': '2.78', 'sei': '6.74'}",,CHEMBL566654,,CHEMBL566654,6.08,0,http://www.openphacts.org/units/Nanomolar,862371,=,1,1,=,,IC50,nM,,840.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,840.0
,,3011768,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)NCCC(=O)N3)oc2ccccc12,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '19.47', 'le': '0.36', 'lle': '4.04', 'sei': '8.69'}",,CHEMBL567931,,CHEMBL567931,7.60,0,http://www.openphacts.org/units/Nanomolar,862400,=,1,1,=,,IC50,nM,,25.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,25.0
,,3011769,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)NCCCN3)sc2ccccc12,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '20.01', 'le': '0.38', 'lle': '3.35', 'sei': '13.72'}",,CHEMBL567313,,CHEMBL567313,7.85,0,http://www.openphacts.org/units/Nanomolar,862401,=,1,1,=,,IC50,nM,,14.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,14.0
,,3011770,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)NCCCN3)oc2ccccc12,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '21.04', 'le': '0.39', 'lle': '3.88', 'sei': '11.25'}",,CHEMBL567520,,CHEMBL567520,7.92,0,http://www.openphacts.org/units/Nanomolar,862402,=,1,1,=,,IC50,nM,,12.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,12.0
,Not Determined,3011771,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,CN1CC(=O)Nc2ncc(/C=C/C(=O)N(C)Cc3cc4ccccc4n3C)cc2C1,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,,,CHEMBL567106,,CHEMBL567106,,0,,862338,,1,0,,,IC50,,,,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,,,,
,,3011772,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1cnc2c(c1)CNCC(=O)N2,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '16.64', 'le': '0.31', 'lle': '4.19', 'sei': '8.18'}",,CHEMBL567910,,CHEMBL567910,6.48,0,http://www.openphacts.org/units/Nanomolar,862363,=,1,1,=,,IC50,nM,,330.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,330.0
,,3011773,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CNCC(=O)N3)oc2ccccc12,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '19.31', 'le': '0.35', 'lle': '4.69', 'sei': '8.62'}",,CHEMBL567710,,CHEMBL567710,7.54,0,http://www.openphacts.org/units/Nanomolar,862382,=,1,1,=,,IC50,nM,,29.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,29.0
,,3011774,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CNCCN3)sc2ccccc12,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '20.50', 'le': '0.39', 'lle': '4.26', 'sei': '14.05'}",,CHEMBL583197,,CHEMBL583197,8.05,0,http://www.openphacts.org/units/Nanomolar,862410,=,1,1,=,,IC50,nM,,9.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,9.0
,,3011775,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CNCCN3)oc2ccccc12,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '20.86', 'le': '0.38', 'lle': '4.53', 'sei': '11.16'}",,CHEMBL565647,,CHEMBL565647,7.85,0,http://www.openphacts.org/units/Nanomolar,862411,=,1,1,=,,IC50,nM,,14.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,14.0
,,3011776,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CNC(=O)CN3)oc2ccccc12,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '18.98', 'le': '0.35', 'lle': '4.56', 'sei': '8.47'}",,CHEMBL570866,,CHEMBL570866,7.41,0,http://www.openphacts.org/units/Nanomolar,862332,=,1,1,=,,IC50,nM,,39.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,39.0
,,3011777,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CNC(=O)CCN3)oc2ccccc12,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '18.60', 'le': '0.34', 'lle': '4.28', 'sei': '8.60'}",,CHEMBL567311,,CHEMBL567311,7.52,0,http://www.openphacts.org/units/Nanomolar,862339,=,1,1,=,,IC50,nM,,30.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,30.0
,,3011778,[],CHEMBL1039106,Inhibition of Escherichia coli FabI,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CNCCCN3)oc2ccccc12,,,CHEMBL1155987,Bioorg Med Chem Lett,2009,"{'bei': '19.96', 'le': '0.37', 'lle': '4.09', 'sei': '11.07'}",,CHEMBL576646,,CHEMBL576646,7.80,0,http://www.openphacts.org/units/Nanomolar,862354,=,1,1,=,,IC50,nM,,16.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,16.0
,Not Determined,3013018,[],CHEMBL1039115,Inhibition of Escherichia coli FabI assessed as effect on NAD(P)H consumption,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)sc2ccccc12,,,CHEMBL1155988,Bioorg Med Chem Lett,2009,,,CHEMBL566655,,CHEMBL566655,,0,,862372,,1,0,,,IC50,,,,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,,,,
,,3013019,[],CHEMBL1039115,Inhibition of Escherichia coli FabI assessed as effect on NAD(P)H consumption,B,,,BAO_0000190,BAO_0000019,assay format,CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1cnc2c(c1)CCC(=O)N2,,,CHEMBL1155988,Bioorg Med Chem Lett,2009,"{'bei': '18.31', 'le': '0.33', 'lle': '3.73', 'sei': '10.20'}",,CHEMBL44183,,CHEMBL44183,6.86,0,http://www.openphacts.org/units/Nanomolar,862383,=,1,1,=,,IC50,nM,,139.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,139.0
,,3013020,[],CHEMBL1039115,Inhibition of Escherichia coli FabI assessed as effect on NAD(P)H consumption,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CN(CCN2CCOCC2)C(=O)N3)sc2ccccc12,,,CHEMBL1155988,Bioorg Med Chem Lett,2009,"{'bei': '16.13', 'le': '0.31', 'lle': '4.19', 'sei': '10.45'}",,CHEMBL566043,,CHEMBL566043,8.15,0,http://www.openphacts.org/units/Nanomolar,862392,=,1,1,=,,IC50,nM,,7.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,7.0
,,3013021,[],CHEMBL1039115,Inhibition of Escherichia coli FabI assessed as effect on NAD(P)H consumption,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CC2(CCNCC2)C(=O)N3)oc2ccccc12,,,CHEMBL1155988,Bioorg Med Chem Lett,2009,"{'bei': '20.59', 'le': '0.38', 'lle': '5.48', 'sei': '10.47'}",,CHEMBL586043,,CHEMBL586043,9.15,0,http://www.openphacts.org/units/Nanomolar,862329,=,1,1,=,,IC50,nM,,0.7,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,0.7
,,3013022,[],CHEMBL1039115,Inhibition of Escherichia coli FabI assessed as effect on NAD(P)H consumption,B,,,BAO_0000190,BAO_0000019,assay format,CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1cnc2c(c1)CC1(CCNCC1)C(=O)N2,,,CHEMBL1155988,Bioorg Med Chem Lett,2009,"{'bei': '17.52', 'le': '0.32', 'lle': '4.66', 'sei': '9.80'}",,CHEMBL571088,,CHEMBL571088,7.77,0,http://www.openphacts.org/units/Nanomolar,862343,=,1,1,=,,IC50,nM,,17.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,17.0
,,3013023,[],CHEMBL1039115,Inhibition of Escherichia coli FabI assessed as effect on NAD(P)H consumption,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CC2(CCNCC2)C(=O)N3)sc2ccccc12,,,CHEMBL1155988,Bioorg Med Chem Lett,2009,"{'bei': '20.40', 'le': '0.39', 'lle': '5.26', 'sei': '12.64'}",,CHEMBL566647,,CHEMBL566647,9.40,0,http://www.openphacts.org/units/Nanomolar,862355,=,1,1,=,,IC50,nM,,0.4,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,0.4
,Not Determined,3013024,[],CHEMBL1039115,Inhibition of Escherichia coli FabI assessed as effect on NAD(P)H consumption,B,,,BAO_0000190,BAO_0000019,assay format,CCCOc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CC2(CCNCC2)C(=O)N3)cccc1OC,,,CHEMBL1155988,Bioorg Med Chem Lett,2009,,,CHEMBL565827,,CHEMBL565827,,0,,862373,,1,0,,,IC50,,,,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,,,,
,,3013025,[],CHEMBL1039115,Inhibition of Escherichia coli FabI assessed as effect on NAD(P)H consumption,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CC2(CCN(C)CC2)C(=O)N3)oc2ccccc12,,,CHEMBL1155988,Bioorg Med Chem Lett,2009,"{'bei': '19.07', 'le': '0.35', 'lle': '4.73', 'sei': '11.11'}",,CHEMBL567711,,CHEMBL567711,8.74,0,http://www.openphacts.org/units/Nanomolar,862384,=,1,1,=,,IC50,nM,,1.8,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,1.8
,,3013026,[],CHEMBL1039115,Inhibition of Escherichia coli FabI assessed as effect on NAD(P)H consumption,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CC2(CCN(C)CC2)C(=O)N3)sc2ccccc12,,,CHEMBL1155988,Bioorg Med Chem Lett,2009,"{'bei': '18.16', 'le': '0.35', 'lle': '4.14', 'sei': '13.15'}",,CHEMBL566665,,CHEMBL566665,8.62,0,http://www.openphacts.org/units/Nanomolar,862324,=,1,1,=,,IC50,nM,,2.4,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,2.4
,,3013027,[],CHEMBL1039115,Inhibition of Escherichia coli FabI assessed as effect on NAD(P)H consumption,B,,,BAO_0000190,BAO_0000019,assay format,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CC2(CCN(C)CC2)C(=O)N3)sc2ccc(F)cc12,,,CHEMBL1155988,Bioorg Med Chem Lett,2009,"{'bei': '15.47', 'le': '0.30', 'lle': '3.00', 'sei': '11.63'}",,CHEMBL566666,,CHEMBL566666,7.62,0,http://www.openphacts.org/units/Nanomolar,862325,=,1,1,=,,IC50,nM,,24.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,24.0
,,3013028,[],CHEMBL1039115,Inhibition of Escherichia coli FabI assessed as effect on NAD(P)H consumption,B,,,BAO_0000190,BAO_0000019,assay format,CCCOc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CC2(CCN(C)CC2)C(=O)N3)cccc1OC,,,CHEMBL1155988,Bioorg Med Chem Lett,2009,"{'bei': '14.74', 'le': '0.28', 'lle': '3.50', 'sei': '8.64'}",,CHEMBL568359,,CHEMBL568359,7.26,0,http://www.openphacts.org/units/Nanomolar,862330,=,1,1,=,,IC50,nM,,55.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,nM,UO_0000065,,55.0
,,12160708,[],CHEMBL2188149,Inhibition of Escherichia coli FabI using crotonoyl-CoA as substrate preincubated for 90 mins,B,,,BAO_0000190,BAO_0000019,assay format,CCc1ccc(Oc2ccc(N3CC(CNC(C)=O)OC3=O)cc2F)c(O)c1,,,CHEMBL2176870,J Med Chem,2012,"{'bei': '13.43', 'le': '0.25', 'lle': '1.86', 'sei': '5.92'}",,CHEMBL2178302,,CHEMBL2178302,5.21,0,http://www.openphacts.org/units/Nanomolar,1751163,=,1,1,=,,IC50,nM,,6100.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,6.1
,,12160709,[],CHEMBL2188149,Inhibition of Escherichia coli FabI using crotonoyl-CoA as substrate preincubated for 90 mins,B,,,BAO_0000190,BAO_0000019,assay format,CCc1ccc(Oc2ccc(/C(C)=N/OC)cc2F)c(O)c1,,,CHEMBL2176870,J Med Chem,2012,"{'bei': '16.00', 'le': '0.30', 'lle': '0.59', 'sei': '9.51'}",,CHEMBL2178301,,CHEMBL2178301,4.85,0,http://www.openphacts.org/units/Nanomolar,1751162,=,1,1,=,,IC50,nM,,14000.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,14.0
,,12160710,[],CHEMBL2188149,Inhibition of Escherichia coli FabI using crotonoyl-CoA as substrate preincubated for 90 mins,B,,,BAO_0000190,BAO_0000019,assay format,CCc1ccc(Oc2ccc(C(C)=O)cc2F)c(O)c1,,,CHEMBL2176870,J Med Chem,2012,"{'bei': '25.37', 'le': '0.48', 'lle': '2.87', 'sei': '14.96'}",,CHEMBL2178300,,CHEMBL2178300,6.96,0,http://www.openphacts.org/units/Nanomolar,1751161,=,1,1,=,,IC50,nM,,110.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,0.11
,,12160711,[],CHEMBL2188149,Inhibition of Escherichia coli FabI using crotonoyl-CoA as substrate preincubated for 90 mins,B,,,BAO_0000190,BAO_0000019,assay format,CCc1ccc(Oc2ccc(NS(=O)(=O)C3CC3)cc2F)c(O)c1,,,CHEMBL2176870,J Med Chem,2012,"{'bei': '16.05', 'le': '0.32', 'lle': '1.85', 'sei': '7.46'}",,CHEMBL2178299,,CHEMBL2178299,5.64,0,http://www.openphacts.org/units/Nanomolar,1751160,=,1,1,=,,IC50,nM,,2300.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,2.3
,,12160712,[],CHEMBL2188149,Inhibition of Escherichia coli FabI using crotonoyl-CoA as substrate preincubated for 90 mins,B,,,BAO_0000190,BAO_0000019,assay format,CCCNc1ccc(Oc2ccc(CC)cc2O)c(F)c1,,,CHEMBL2176870,J Med Chem,2012,"{'bei': '20.98', 'le': '0.39', 'lle': '1.36', 'sei': '14.63'}",,CHEMBL2178298,,CHEMBL2178298,6.07,0,http://www.openphacts.org/units/Nanomolar,1751159,=,1,1,=,,IC50,nM,,850.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,0.85
,,12160713,[],CHEMBL2188149,Inhibition of Escherichia coli FabI using crotonoyl-CoA as substrate preincubated for 90 mins,B,,,BAO_0000190,BAO_0000019,assay format,CCc1ccc(Oc2ccc(NCCCO)cc2F)c(O)c1,,,CHEMBL2176870,J Med Chem,2012,"{'bei': '19.65', 'le': '0.37', 'lle': '2.32', 'sei': '9.72'}",,CHEMBL2178297,,CHEMBL2178297,6.00,0,http://www.openphacts.org/units/Nanomolar,1751158,=,1,1,=,,IC50,nM,,1000.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,1.0
,,12160714,[],CHEMBL2188149,Inhibition of Escherichia coli FabI using crotonoyl-CoA as substrate preincubated for 90 mins,B,,,BAO_0000190,BAO_0000019,assay format,CCc1ccc(Oc2ccc(S(=O)(=O)NCCO)cc2F)c(O)c1,,,CHEMBL2176870,J Med Chem,2012,"{'bei': '16.66', 'le': '0.34', 'lle': '3.76', 'sei': '6.18'}",,CHEMBL2178296,,CHEMBL2178296,5.92,0,http://www.openphacts.org/units/Nanomolar,1751157,=,1,1,=,,IC50,nM,,1200.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,1.2
,,12160715,[],CHEMBL2188149,Inhibition of Escherichia coli FabI using crotonoyl-CoA as substrate preincubated for 90 mins,B,,,BAO_0000190,BAO_0000019,assay format,CCc1ccc(Oc2ccc(S(=O)(=O)NCCc3ccccn3)cc2F)c(O)c1,,,CHEMBL2176870,J Med Chem,2012,"{'bei': '16.39', 'le': '0.32', 'lle': '3.02', 'sei': '7.71'}",,CHEMBL2178295,,CHEMBL2178295,6.82,0,http://www.openphacts.org/units/Nanomolar,1751156,=,1,1,=,,IC50,nM,,150.0,CHEMBL1857,Escherichia coli K-12,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,83333,,,IC50,uM,UO_0000065,,0.15
